PA0001	AAG03391
PA3629	AAG07017
PA3630	AAG07018
PA3631	AAG07019
PA3632	AAG07020
PA3633	AAG07021
PA3634	AAG07022
PA3635	AAG07023
PA3636	AAG07024
PA3637	AAG07025
PA3638	AAG07026
PA3639	AAG07027
PA3640	AAG07028
PA3641	AAG07029
PA3642	AAG07030
PA3643	AAG07031
PA3644	AAG07032
PA3645	AAG07033
PA3646	AAG07034
PA3647	AAG07035
PA3648	AAG07036
PA3649	AAG07037
PA3650	AAG07038
PA3651	AAG07039
PA3652	AAG07040
PA3653	AAG07041
PA3654	AAG07042
PA3655	AAG07043
PA3656	AAG07044
EBG00001435438	EBT00001813398
PA3657	AAG07045
PA3658	AAG07046
PA3659	AAG07047
PA3660	AAG07048
PA3661	AAG07049
PA3662	AAG07050
PA3663	AAG07051
PA3664	AAG07052
PA3665	AAG07053
PA3666	AAG07054
PA3667	AAG07055
PA3668	AAG07056
PA3669	AAG07057
PA3670	AAG07058
PA3671	AAG07059
PA3672	AAG07060
PA3673	AAG07061
PA3674	AAG07062
PA3675	AAG07063
PA3676	AAG07064
PA3677	AAG07065
PA3678	AAG07066
PA3679	AAG07067
PA3680	AAG07068
PA3681	AAG07069
PA3682	AAG07070
PA3683	AAG07071
PA3684	AAG07072
PA3685	AAG07073
PA3686	AAG07074
PA3687	AAG07075
PA3688	AAG07076
PA3689	AAG07077
PA3690	AAG07078
PA3691	AAG07079
PA3692	AAG07080
PA3693	AAG07081
PA3694	AAG07082
PA3695	AAG07083
PA3696	AAG07084
PA3697	AAG07085
PA3698	AAG07086
PA3699	AAG07087
PA3700	AAG07088
PA3701	ADN93061
PA3702	AAG07089
PA3703	AAG07090
PA3704	AAG07091
PA3705	AAG07092
PA3706	AAG07093
PA3707	AAG07094
PA3708	AAG07095
PA3709	AAG07096
PA3710	AAG07097
PA3711	AAG07098
PA3712	AAG07099
PA3713	AAG07100
PA3714	AAG07101
PA3715	AAG07102
PA3716	AAG07103
PA3717	AAG07104
PA3718	AAG07105
PA3719	AAG07106
PA3720	AAG07107
PA3721	AAG07108
PA3722	AAG07109
PA3723	AAG07110
PA3724	AAG07111
PA3725	AAG07112
PA3726	AAG07113
PA3727	AAG07114
PA3728	AAG07115
PA3729	AAG07116
PA3730	AAG07117
PA3731	AAG07118
PA3732	AAG07119
PA3733	AAG07120
PA3734	AAG07121
PA3735	AAG07122
PA3736	AAG07123
PA3737	AAG07124
PA3738	AAG07125
PA3739	AAG07126
PA3740	AAG07127
PA3741	AAG07128
PA3742	AAG07129
PA3743	AAG07130
PA3744	AAG07131
PA3745	AAG07132
PA3746	AAG07133
PA3747	AAG07134
PA3748	AAG07135
PA3749	AAG07136
PA3750	AAG07137
PA3751	AAG07138
PA3752	AAG07139
PA3753	AAG07140
PA3754	AAG07141
PA3755	AAG07142
PA3756	AAG07143
PA3757	AAG07144
PA3758	AAG07145
PA3759	AAG07146
PA3760	AAG07147
PA3761	AAG07148
PA3762	AAG07149
PA3763	AAG07150
PA3764	AAG07151
PA3765	AAG07152
PA3766	AAG07153
PA3767	AAG07154
PA3768	AAG07155
PA3769	AAG07156
PA3770	AAG07157
PA3771	AAG07158
PA3772	AAG07159
PA3773	AAG07160
PA3774	AAG07161
PA3775	AAG07162
PA3776	AAG07163
PA3777	AAG07164
PA3778	AAG07165
PA3779	AAG07166
PA3780	AAG07167
PA3781	AAG07168
PA3782	AAG07169
PA3783	AAG07170
PA3784	AAG07171
PA3785	AAG07172
PA3786	AAG07173
PA3787	AAG07174
PA3788	AAG07175
PA3789	AAG07176
PA3790	AAG07177
PA3791	AAG07178
PA3792	AAG07179
PA3793	AAG07180
PA3794	AAG07181
PA3795	AAG07182
PA3796	AAG07183
PA3797	AAG07184
PA3798	AAG07185
PA3799	AAG07186
PA3800	AAG07187
PA3801	AAG07188
PA3802	AAG07189
PA3803	AAG07190
PA3804	AAG07191
PA3805	AAG07192
PA3806	AAG07193
PA3807	AAG07194
PA3808	AAG07195
PA3809	AAG07196
PA3810	AAG07197
PA3811	AAG07198
PA3812	AAG07199
PA3813	AAG07200
PA3814	AAG07201
PA3815	AAG07202
PA3816	AAG07203
PA3817	AAG07204
PA3818	AAG07205
PA3819	AAG07206
PA3820	AAG07207
PA3821	AAG07208
PA3822	AAG07209
PA3823	AAG07210
PA3824	AAG07211
PA3824.1	PA3824.1-1
EBG00001435501	EBT00001813391
PA3825	AAG07212
PA3826	AAG07213
PA3827	AAG07214
PA3828	AAG07215
PA3829	AAG07216
PA3830	AAG07217
PA3831	AAG07218
PA3832	AAG07219
PA3833	AAG07220
PA3834	AAG07221
PA3835	AAG07222
PA3836	AAG07223
PA3837	AAG07224
PA3838	AAG07225
PA3839	AAG07226
PA3840	AAG07227
PA3841	AAG07228
PA3842	AAG07229
PA3843	AAG07230
PA3844	AAG07231
PA3845	AAG07232
PA3846	AAG07233
PA3847	AAG07234
PA3848	AAG07235
PA3849	AAG07236
PA3850	AAG07237
PA3851	AAG07238
PA3852	AAG07239
PA3853	AAG07240
PA3854	AAG07241
PA3855	AAG07242
PA3856	AAG07243
PA3857	AAG07244
PA3858	AAG07245
PA3859	AAG07246
PA3860	AAG07247
PA3861	AAG07248
PA3862	AAG07249
PA3863	AAG07250
PA3864	AAG07251
PA3865	AAG07252
PA3866	AAG07253
PA3867	AAG07254
PA3868	AAG07255
PA3869	AAG07256
PA3870	AAG07257
PA3871	AAG07258
PA3872	AAG07259
PA3873	AAG07260
PA3874	AAG07261
PA3875	AAG07262
PA3876	AAG07263
PA3877	AAG07264
PA3878	AAG07265
PA3879	AAG07266
PA3880	AAG07267
PA3881	AAG07268
PA3882	AAG07269
PA3883	AAG07270
PA3884	AAG07271
PA3885	AAG07272
PA3886	AAG07273
PA3887	AAG07274
PA3888	AAG07275
PA3889	AAG07276
PA3890	AAG07277
PA3891	AAG07278
PA3892	AAG07279
PA3893	AAG07280
PA3894	AAG07281
PA3895	AAG07282
PA3896	AAG07283
PA3897	AAG07284
PA3898	AAG07285
PA3899	AAG07286
PA3900	AAG07287
PA3901	AAG07288
PA3902	AAG07289
PA3903	AAG07290
PA3904	AAG07291
EBG00001435420	EBT00001813406
PA3905	AAG07292
PA3906	AAG07293
PA3907	AAG07294
PA3908	AAG07295
PA3909	AAG07296
PA3910	AAG07297
PA3911	AAG07298
PA3912	AAG07299
PA3913	AAG07300
PA3914	AAG07301
PA3915	AAG07302
PA3916	AAG07303
PA3917	AAG07304
PA3918	AAG07305
PA3919	AAG07306
PA3920	AAG07307
PA3921	AAG07308
PA3922	AAG07309
PA3923	AAG07310
PA3924	AAG07311
PA3925	AAG07312
PA3926	AAG07313
PA3927	AAG07314
PA3928	AAG07315
PA3929	AAG07316
PA3930	AAG07317
PA3931	AAG07318
PA3932	AAG07319
PA3933	AAG07320
PA3934	AAG07321
PA3935	AAG07322
PA3936	AAG07323
PA3937	AAG07324
PA3938	AAG07325
PA3939	AAG07326
PA3940	AAG07327
PA3941	AAG07328
PA3942	AAG07329
PA3943	AAG07330
PA3944	AAG07331
PA3945	AAG07332
PA3946	AAG07333
PA3947	AAG07334
PA3948	AAG07335
PA3949	AAG07336
PA3950	AAG07337
PA3951	AAG07338
PA3952	AAG07339
PA3953	AAG07340
PA3954	AAG07341
PA3955	AAG07342
PA3956	AAG07343
PA3957	AAG07344
PA3958	AAG07345
PA3959	AAG07346
PA3960	AAG07347
PA3961	AAG07348
PA3962	AAG07349
PA3963	AAG07350
PA3964	AAG07351
EBG00001435457	EBT00001813399
PA3965	AAG07352
PA3966	AAG07353
PA3967	AAG07354
PA3968	AAG07355
PA3969	AAG07356
PA3970	AAG07357
PA3971	AAG07358
PA3972	AAG07359
PA3973	AAG07360
PA3974	AAG07361
PA3975	AAG07362
PA3976	AAG07363
PA3977	AAG07364
PA3978	AAG07365
PA3979	AAG07366
PA3980	AAG07367
PA3981	AAG07368
PA3982	AAG07369
PA3983	AAG07370
PA3984	AAG07371
PA3985	AAG07372
PA3986	AAG07373
PA3987	AAG07374
PA3988	AAG07375
PA3989	AAG07376
PA3990	AAG07377
PA3991	AAG07378
PA3992	AAG07379
PA3993	AAG07380
PA3994	AAG07381
PA3995	AAG07382
PA3996	AAG07383
PA3997	AAG07384
PA3998	AAG07385
PA3999	AAG07386
PA4000	AAG07387
PA4001	AAG07388
PA4002	AAG07389
PA4003	AAG07390
PA4004	AAG07391
PA4005	AAG07392
PA4006	AAG07393
PA4007	AAG07394
PA4008	AAG07395
PA4009	AAG07396
PA4010	AAG07397
PA4011	AAG07398
PA4012	AAG07399
PA4013	AAG07400
PA4014	AAG07401
PA4015	AAG07402
PA4016	AAG07403
PA4017	AAG07404
PA4018	AAG07405
PA4019	AAG07406
PA4020	AAG07407
PA4021	AAG07408
PA4022	AAG07409
PA4023	AAG07410
PA4024	AAG07411
PA4025	AAG07412
PA4026	AAG07413
PA4027	AAG07414
PA4028	AAG07415
PA4029	AAG07416
PA4030	AAG07417
PA4031	AAG07418
PA4032	AAG07419
PA4033	AAG07420
PA4034	AAG07421
PA4035	AAG07422
PA4036	AAG07423
PA4037	AAG07424
PA4038	AAG07425
PA4039	AAG07426
PA4040	AAG07427
PA4041	AAG07428
PA4042	AAG07429
PA4043	AAG07430
PA4044	AAG07431
PA4045	AAG07432
PA4046	AAG07433
PA4047	AAG07434
PA4048	AAG07435
PA4049	AAG07436
PA4050	AAG07437
PA4051	AAG07438
PA4052	AAG07439
PA4053	AAG07440
PA4054	AAG07441
PA4055	AAG07442
PA4056	AAG07443
PA4057	AAG07444
PA4058	AAG07445
PA4059	AAG07446
PA4060	AAG07447
PA4061	AAG07448
PA4062	AAG07449
PA4063	AAG07450
PA4064	AAG07451
PA4065	AAG07452
PA4066	AAG07453
PA4067	AAG07454
PA4068	AAG07455
PA4069	AAG07456
PA4070	AAG07457
PA4071	AAG07458
PA4072	AAG07459
PA4073	AAG07460
PA4074	AAG07461
PA4075	AAG07462
PA4076	AAG07463
PA4077	AAG07464
PA4078	AAG07465
PA4079	AAG07466
PA4080	AAG07467
PA4081	AAG07468
PA4082	AAG07469
PA4083	AAG07470
PA4084	AAG07471
PA4085	AAG07472
PA4086	AAG07473
PA4087	AAG07474
PA4088	AAG07475
PA4089	AAG07476
PA4090	AAG07477
PA4091	AAG07478
PA4092	AAG07479
PA4093	AAG07480
PA4094	AAG07481
PA4095	AAG07482
PA4096	AAG07483
PA4097	AAG07484
PA4098	AAG07485
PA4099	AAG07486
PA4100	AAG07487
PA4101	AAG07488
PA4102	AAG07489
PA4103	AAG07490
PA4104	AAG07491
PA4105	AAG07492
PA4106	AAG07493
PA4107	AAG07494
PA4108	AAG07495
PA4109	AAG07496
PA4110	AAG07497
PA4111	AAG07498
PA4112	AAG07499
PA4113	AAG07500
PA4114	AAG07501
PA4115	AAG07502
PA4116	AAG07503
PA4117	AAG07504
PA4118	AAG07505
PA4119	AAG07506
PA4120	AAG07507
PA4121	AAG07508
PA4122	AAG07509
PA4123	AAG07510
PA4124	AAG07511
PA4125	AAG07512
PA4126	AAG07513
PA4127	AAG07514
PA4128	AAG07515
PA4129	AAG07516
PA4130	AAG07517
PA4131	AAG07518
PA4132	AAG07519
PA4133	AAG07520
PA4134	AAG07521
PA4135	AAG07522
PA4136	AAG07523
PA4137	AAG07524
PA4138	AAG07525
PA4139	AAG07526
PA4140	AAG07527
PA4141	AAG07528
PA4142	AAG07529
PA4143	AAG07530
PA4144	AAG07531
PA4145	AAG07532
PA4146	AAG07533
PA4147	AAG07534
PA4148	AAG07535
PA4149	AAG07536
PA4150	AAG07537
PA4151	AAG07538
PA4152	AAG07539
PA4153	AAG07540
PA4154	AAG07541
PA4155	AAG07542
PA4156	AAG07543
PA4157	AAG07544
PA4158	AAG07545
PA4159	AAG07546
PA4160	AAG07547
PA4161	AAG07548
PA4162	AAG07549
PA4163	AAG07550
PA4164	AAG07551
PA4165	AAG07552
PA4166	AAG07553
PA4167	AAG07554
PA4168	AAG07555
PA4169	AAG07556
PA4170	AAG07557
PA4171	AAG07558
PA4172	AAG07559
PA4173	AAG07560
PA4174	AAG07561
PA4175	AAG07562
PA4176	AAG07563
PA4177	AAG07564
PA4178	AAG07565
PA4179	AAG07566
PA4180	AAG07567
PA4181	AAG07568
PA4182	AAG07569
PA4183	AAG07570
PA4184	AAG07571
PA4185	AAG07572
PA4186	AAG07573
PA4187	AAG07574
PA4188	AAG07575
PA4189	AAG07576
PA4190	AAG07577
PA4191	AAG07578
PA4192	AAG07579
PA4193	AAG07580
PA4194	AAG07581
PA4195	AAG07582
PA4196	AAG07583
PA4197	AAG07584
PA4198	AAG07585
PA4199	AAG07586
PA4200	AAG07587
PA4201	AAG07588
PA4202	AAG07589
PA4203	AAG07590
PA4204	AAG07591
PA4205	AAG07592
PA4206	AAG07593
PA4207	AAG07594
PA4208	AAG07595
PA4209	AAG07596
PA4210	AAG07597
PA4211	AAG07598
PA4212	AAG07599
PA4213	AAG07600
PA4214	AAG07601
PA4215	AAG07602
PA4216	AAG07604
PA4217	AAG07605
PA4218	AAG07606
PA4219	AAG07607
PA4220	AAG07608
PA4221	AAG07609
PA4222	AAG07610
PA4223	AAG07611
PA4224	AAG07612
PA4225	AAG07613
PA4226	AAG07614
PA4227	AAG07615
PA4228	AAG07616
PA4229	AAG07617
PA4230	AAG07618
PA4231	AAG07619
PA4232	AAG07620
PA4233	AAG07621
PA4234	AAG07622
PA4235	AAG07623
PA4236	AAG07624
PA4237	AAG07625
PA4238	AAG07626
PA4239	AAG07627
PA4240	AAG07628
PA4241	AAG07629
PA4242	AAG07630
PA4243	AAG07631
PA4244	AAG07632
PA4245	AAG07633
PA4246	AAG07634
PA4247	AAG07635
PA4248	AAG07636
PA4249	AAG07637
PA4250	AAG07638
PA4251	AAG07639
PA4252	AAG07640
PA4253	AAG07641
PA4254	AAG07642
PA4255	AAG07643
PA4256	AAG07644
PA4257	AAG07645
PA4258	AAG07646
PA4259	AAG07647
PA4260	AAG07648
PA4261	AAG07649
PA4262	AAG07650
PA4263	AAG07651
PA4264	AAG07652
PA4265	AAG07653
PA4266	AAG07654
PA4267	AAG07655
PA4268	AAG07656
EBG00001435427	EBT00001813443
PA4269	AAG07657
PA4270	AAG07658
PA4270.1	PA4270.1-1
EBG00001435491	EBT00001813447
PA4271	AAG07659
PA4272	AAG07660
EBG00001435463	EBT00001813450
PA4272.1	PA4272.1-1
PA4273	AAG07661
PA4274	AAG07662
PA4275	AAG07663
PA4276	AAG07664
PA4276.1	PA4276.1-1
EBG00001435486	EBT00001813457
PA4277	AAG07665
PA4277.1	PA4277.1-1
EBG00001435435	EBT00001813407
PA4277.2	PA4277.2-1
EBG00001435412	EBT00001813494
PA4277.3	PA4277.3-1
EBG00001435495	EBT00001813384
PA4278	AAG07666
PA4279	AAG07667
PA4280	AAG07668
PA4280.1	PA4280.1-1
EBG00001435409	EBT00001813464
PA4280.2	PA4280.2-1
EBG00001435455	EBT00001813413
EBG00001435460	EBT00001813442
EBG00001435532	EBT00001813417
PA4280.3	PA4280.3-1
EBG00001435474	EBT00001813491
PA4280.4	PA4280.4-1
EBG00001435511	EBT00001813498
PA4280.5	PA4280.5-1
EBG00001435477	EBT00001813420
PA4281	AAG07669
PA4282	AAG07670
PA4283	AAG07671
PA4284	AAG07672
PA4285	AAG07673
PA4286	AAG07674
PA4287	AAG07675
PA4288	AAG07676
PA4289	AAG07677
PA4290	AAG07678
PA4291	AAG07679
PA4292	AAG07680
PA4293	AAG07681
PA4294	AAG07682
PA4295	AAG07683
PA4296	AAG07684
PA4297	AAG07685
PA4298	AAG07686
PA4299	AAG07687
PA4300	AAG07688
PA4301	AAG07689
PA4302	AAG07690
PA4303	AAG07691
PA4304	AAG07692
PA4305	AAG07693
PA4306	AAG07694
PA4307	AAG07695
PA4308	AAG07696
PA4309	AAG07697
PA4310	AAG07698
PA4311	AAG07699
PA4312	AAG07700
PA4313	AAG07701
PA4314	AAG07702
PA4315	AAG07703
PA4316	AAG07704
PA4317	AAG07705
PA4318	AAG07706
PA4319	AAG07707
PA4320	AAG07708
PA4321	AAG07709
PA4322	AAG07710
PA4323	AAG07711
PA4324	AAG07712
PA4325	AAG07713
PA4326	AAG07714
PA4327	AAG07715
PA4328	AAG07716
PA4329	AAG07717
PA4330	AAG07718
PA4331	AAG07719
PA4332	AAG07720
PA4333	AAG07721
PA4334	AAG07722
PA4335	AAG07723
PA4336	AAG07724
PA4337	AAG07725
PA4338	AAG07726
PA4339	AAG07727
PA4340	AAG07728
PA4341	AAG07729
PA4342	AAG07730
PA4343	AAG07731
PA4344	AAG07732
PA4345	AAG07733
PA4346	AAG07734
PA4347	AAG07735
PA4348	AAG07736
PA4349	AAG07737
PA4350	AAG07738
PA4351	AAG07739
PA4352	AAG07740
PA4353	AAG07741
PA4354	AAG07742
PA4355	AAG07743
PA4356	AAG07744
PA4357	AAG07745
PA4358	AAG07746
PA4359	AAG07747
PA4360	AAG07748
PA4361	AAG07749
PA4362	AAG07750
PA4363	AAG07751
PA4364	AAG07752
PA4365	AAG07753
PA4366	AAG07754
PA4367	AAG07755
PA4368	AAG07756
PA4369	AAG07757
PA4370	AAG07758
PA4371	AAG07759
PA4372	AAG07760
PA4373	AAG07761
PA4374	AAG07762
PA4375	AAG07763
PA4376	AAG07764
PA4377	AAG07765
PA4378	AAG07766
PA4379	AAG07767
PA4380	AAG07768
PA4381	AAG07769
PA4382	AAG07770
PA4383	AAG07771
PA4384	AAG07772
PA4385	AAG07773
PA4386	AAG07774
PA4387	AAG07775
PA4388	AAG07776
PA4389	AAG07777
PA4390	AAG07778
PA4391	AAG07779
PA4392	AAG07780
PA4393	AAG07781
PA4394	AAG07782
PA4395	AAG07783
PA4396	AAG07784
PA4397	AAG07785
PA4398	AAG07786
PA4399	AAG07787
PA4400	AAG07788
PA4401	AAG07789
PA4402	AAG07790
PA4403	AAG07791
PA4404	AAG07792
PA4405	AAG07793
PA4406	AAG07794
PA4406.1	PA4406.1-1
PA4407	AAG07795
PA4408	AAG07796
PA4409	AAG07797
PA4410	AAG07798
PA4411	AAG07799
PA4412	AAG07800
PA4413	AAG07801
PA4414	AAG07802
PA4415	AAG07803
PA4416	AAG07804
PA4417	AAG07805
PA4418	AAG07806
PA4419	AAG07807
PA4420	AAG07808
PA4421	AAG07809
PA4421.1	PA4421.1-1
EBG00001435499	EBT00001813416
PA4422	AAG07810
PA4423	AAG07811
PA4424	AAG07812
PA4425	AAG07813
PA4426	AAG07814
PA4427	AAG07815
PA4428	AAG07816
PA4429	AAG07817
PA4430	AAG07818
PA4431	AAG07819
PA4432	AAG07820
PA4433	AAG07821
PA4434	AAG07822
PA4435	AAG07823
PA4436	AAG07824
PA4437	AAG07825
PA4438	AAG07826
PA4439	AAG07827
PA4440	AAG07828
PA4441	AAG07829
PA4442	AAG07830
PA4443	AAG07831
PA4444	AAG07832
PA4445	AAG07833
PA4446	AAG07834
PA4447	AAG07835
PA4448	AAG07836
PA4449	AAG07837
PA4450	AAG07838
PA4451	AAG07839
EBG00001435437	EBT00001813459
PA4451.1	PA4451.1-1
PA4452	AAG07840
PA4453	AAG07841
PA4454	AAG07842
PA4455	AAG07843
PA4456	AAG07844
PA4457	AAG07845
PA4458	AAG07846
PA4459	AAG07847
PA4460	AAG07848
PA4461	AAG07849
PA4462	AAG07850
PA4463	AAG07851
PA4464	AAG07852
PA4465	AAG07853
PA4466	AAG07854
PA4467	AAG07855
PA4468	AAG07856
PA4469	AAG07857
PA4470	AAG07858
PA4471	AAG07859
PA4472	AAG07860
PA4473	AAG07861
PA4474	AAG07862
PA4475	AAG07863
PA4476	AAG07864
PA4477	AAG07865
PA4478	AAG07866
PA4479	AAG07867
PA4480	AAG07868
PA4481	AAG07869
PA4482	AAG07870
PA4483	AAG07871
PA4484	AAG07872
PA4485	AAG07873
PA4486	AAG07874
PA4487	AAG07875
PA4488	AAG07876
PA4489	AAG07877
PA4490	AAG07878
PA4491	AAG07879
PA4492	AAG07880
PA4493	AAG07881
PA4494	AAG07882
PA4495	AAG07883
PA4496	AAG07884
PA4497	AAG07885
PA4498	AAG07886
PA4499	AAG07887
PA4500	AAG07888
PA4501	AAG07889
PA4502	AAG07890
PA4503	AAG07891
PA4504	AAG07892
PA4505	AAG07893
PA4506	AAG07894
PA4507	AAG07895
PA4508	AAG07896
PA4509	AAG07897
PA4510	AAG07898
PA4511	AAG07899
PA4512	AAG07900
PA4513	AAG07901
PA4514	AAG07902
PA4515	AAG07903
PA4516	AAG07904
PA4517	AAG07905
PA4518	AAG07906
PA4519	AAG07907
PA4520	AAG07908
PA4521	AAG07909
PA4522	AAG07910
PA4523	AAG07911
PA4524	AAG07912
PA4524.1	PA4524.1-1
EBG00001435522	EBT00001813394
PA4525	AAG07913
PA4526	AAG07914
PA4528	AAG07916
PA4529	AAG07917
PA4530	AAG07918
PA4531	AAG07919
PA4532	AAG07920
PA4533	AAG07921
PA4534	AAG07922
PA4535	AAG07923
PA4536	AAG07924
PA4537	AAG07925
PA4538	AAG07926
PA4539	AAG07927
PA4540	AAG07928
PA4541	AAG07929
PA4541.1	PA4541.1-1
EBG00001435485	EBT00001813454
PA4541.2	PA4541.2-1
EBG00001435523	EBT00001813428
PA4541.3	PA4541.3-1
EBG00001435446	EBT00001813397
PA4542	AAG07930
PA4543	AAG07931
PA4544	AAG07932
PA4545	AAG07933
PA4546	AAG07934
PA4547	AAG07935
PA4548	AAG07936
PA4549	AAG07937
PA4550	AAG07938
PA4551	AAG07939
PA4552	AAG07940
PA4553	AAG07941
PA4554	AAG07942
PA4555	AAG07943
PA4556	AAG07944
PA4557	AAG07945
PA4558	AAG07946
PA4559	AAG07947
PA4560	AAG07948
PA4561	AAG07949
PA4562	AAG07950
PA4563	AAG07951
PA4564	AAG07952
PA4565	AAG07953
PA4566	AAG07954
PA4567	AAG07955
PA4568	AAG07956
PA4569	AAG07957
PA4570	AAG07958
PA4571	AAG07959
PA4572	AAG07960
PA4573	AAG07961
PA4574	AAG07962
PA4575	AAG07963
PA4576	AAG07964
PA4577	AAG07965
PA4578	AAG07966
PA4579	AAG07967
PA4580	AAG07968
PA4581	AAG07969
PA4581.1	PA4581.1-1
EBG00001435439	EBT00001813434
PA4582	AAG07970
PA4583	AAG07971
PA4584	AAG07972
PA4585	AAG07973
PA4586	AAG07974
PA4587	AAG07975
PA4588	AAG07976
PA4589	AAG07977
PA4590	AAG07978
PA4591	AAG07979
PA4592	AAG07980
PA4593	AAG07981
PA4594	AAG07982
PA4595	AAG07983
PA4596	AAG07984
PA4597	AAG07985
PA4598	AAG07986
PA4599	AAG07987
PA4600	AAG07988
PA4601	AAG07989
PA4602	AAG07990
PA4603	AAG07991
PA4604	AAG07992
PA4605	AAG07993
PA4606	AAG07994
PA4607	AAG07995
PA4608	AAG07996
PA4609	AAG07997
PA4610	AAG07998
PA4611	AAG07999
PA4612	AAG08000
PA4613	AAG08001
PA4614	AAG08002
PA4615	AAG08003
PA4616	AAG08004
PA4617	AAG08005
PA4618	AAG08006
PA4619	AAG08007
PA4620	AAG08008
PA4621	AAG08009
PA4622	AAG08010
PA4623	AAG08011
PA4624	AAG08012
PA4625	AAG08013
PA4626	AAG08014
PA4627	AAG08015
PA4628	AAG08016
PA4629	AAG08017
PA4630	AAG08018
PA4631	AAG08019
PA4632	AAG08020
PA4633	AAG08021
PA4634	AAG08022
PA4635	AAG08023
PA4636	AAG08024
PA4637	AAG08025
PA4638	AAG08026
PA4639	AAG08027
PA4640	AAG08028
PA4642	AAG08029
PA4643	AAG08030
PA4644	AAG08031
PA4645	AAG08032
PA4646	AAG08033
PA4647	AAG08034
PA4648	AAG08035
PA4649	AAG08036
PA4650	AAG08037
PA4651	AAG08038
PA4652	AAG08039
PA4653	AAG08040
PA4654	AAG08041
PA4655	AAG08042
PA4656	AAG08043
PA4657	AAG08044
PA4658	AAG08045
PA4659	AAG08046
PA4660	AAG08047
PA4661	AAG08048
PA4662	AAG08049
PA4663	AAG08050
PA4664	AAG08051
PA4665	AAG08052
PA4666	AAG08053
PA4667	AAG08054
PA4668	AAG08055
PA4669	AAG08056
PA4669.1	PA4669.1-1
EBG00001435490	EBT00001813488
PA4670	AAG08057
PA4671	AAG08058
PA4672	AAG08059
PA4673	AAG08060
PA4673.1	PA4673.1-1
EBG00001435431	EBT00001813385
PA4674	AAG08061
PA4675	AAG08062
PA4676	AAG08063
PA4677	AAG08064
PA4678	AAG08065
PA4679	AAG08066
PA4680	AAG08067
PA4681	AAG08068
PA4682	AAG08069
PA4683	AAG08070
PA4684	AAG08071
PA4685	AAG08072
PA4686	AAG08073
PA4687	AAG08074
PA4688	AAG08075
PA4689	AAG08076
PA4690.1	PA4690.1-1
EBG00001435516	EBT00001813390
PA4690.2	PA4690.2-1
EBG00001435496	EBT00001813381
EBG00001435529	EBT00001813411
EBG00001435480	EBT00001813503
PA4690.3	PA4690.3-1
EBG00001435415	EBT00001813486
PA4690.4	PA4690.4-1
EBG00001435524	EBT00001813440
PA4690.5	PA4690.5-1
EBG00001435445	EBT00001813461
PA4691	AAG08077
PA4692	AAG08078
PA4693	AAG08079
PA4694	AAG08080
PA4695	AAG08081
PA4696	AAG08082
PA4697	AAG08083
PA4698	AAG08084
PA4699	AAG08085
PA4700	AAG08086
PA4701	AAG08087
PA4702	AAG08088
PA4703	AAG08089
PA4704	AAG08090
PA4704.1	PA4704.1-1
EBG00001435413	EBT00001813419
EBG00001435509	EBT00001813452
PA4704.2	PA4704.2-1
PA4705	AAG08091
PA4706	AAG08092
PA4707	AAG08093
PA4708	AAG08094
PA4709	AAG08095
PA4710	AAG08096
PA4711	AAG08097
PA4712	AAG08098
PA4713	AAG08099
PA4714	AAG08100
PA4715	AAG08101
PA4716	AAG08102
PA4717	AAG08103
PA4718	AAG08104
PA4719	AAG08105
PA4720	AAG08106
PA4721	AAG08107
PA4722	AAG08108
PA4723	AAG08109
PA4724	AAG08110
PA4724.1	ADN93062
PA4725	AAG08111
PA4726	AAG08112
EBG00001435440	EBT00001813404
PA4726.1	PA4726.1-1
PA4726.11	PA4726.11-1
EBG00001435478	EBT00001813483
PA4726.2	PA4726.2-1
PA4727	AAG08113
PA4728	AAG08114
PA4729	AAG08115
PA4730	AAG08116
PA4731	AAG08117
PA4732	AAG08118
PA4733	AAG08119
PA4734	AAG08120
PA4735	AAG08121
PA4736	AAG08122
PA4737	AAG08123
PA4738	AAG08124
PA4739	AAG08125
PA4740	AAG08126
PA4741	AAG08127
PA4742	AAG08128
PA4743	AAG08129
PA4744	AAG08130
PA4745	AAG08131
PA4746	AAG08132
PA4746.1	PA4746.1-1
EBG00001435482	EBT00001813476
PA4746.2	PA4746.2-1
EBG00001435526	EBT00001813412
PA4747	AAG08133
PA4748	AAG08134
PA4749	AAG08135
PA4750	AAG08136
PA4751	AAG08137
PA4752	AAG08138
PA4753	AAG08139
PA4754	AAG08140
PA4755	AAG08141
PA4756	AAG08142
PA4757	AAG08143
PA4758	AAG08144
EBG00001435481	EBT00001813462
PA4758.1	PA4758.1-1
PA4759	AAG08145
PA4760	AAG08146
PA4761	AAG08147
PA4762	AAG08148
PA4763	AAG08149
PA4764	AAG08150
PA4765	AAG08151
PA4766	AAG08152
PA4767	AAG08153
PA4768	AAG08154
PA4769	AAG08155
PA4770	AAG08156
PA4771	AAG08157
PA4772	AAG08158
PA4773	AAG08159
PA4774	AAG08160
PA4775	AAG08161
PA4776	AAG08162
PA4777	AAG08163
PA4778	AAG08164
PA4779	AAG08165
PA4780	AAG08166
PA4781	AAG08167
PA4782	AAG08168
PA4783	AAG08169
PA4784	AAG08170
PA4785	AAG08171
PA4786	AAG08172
PA4787	AAG08173
PA4788	AAG08174
PA4789	AAG08175
PA4790	AAG08176
PA4791	AAG08177
